Category;Asset_ID;Name;Filename;Size;Format;Transparent;Tags;Variant/Rarity;Description;Prompt;Negative_Prompt;Priority;Status;Notes
Item Icon;rohrpost_moerser;Rohrpost-Mörser;rohrpost_moerser.png;128x128 / optional 256x256;PNG alpha;Yes;"ranged;steam;mechanical";;Pneumatic tube mortar with canister projectile and brass mail-tube markings;steampunk item icon, Pneumatic tube mortar with canister projectile and brass mail-tube markings, brass and copper machinery, warm patina, glowing accents, transparent background, centered composition, detailed mechanical illustration in the style of warm hand-painted action roguelike concept art, warm dark amber lighting from one side, 3/4 perspective, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Item Icon;schallkolben;Schallkolben;schallkolben.png;128x128 / optional 256x256;PNG alpha;Yes;"pressure;blunt;modifier";;Acoustic piston device with horn resonator and vibrating membrane;steampunk item icon, Acoustic piston device with horn resonator and vibrating membrane, brass and copper machinery, warm patina, glowing accents, transparent background, centered composition, detailed mechanical illustration in the style of warm hand-painted action roguelike concept art, warm dark amber lighting from one side, 3/4 perspective, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Item Icon;stabilisator_rahmen;Stabilisator-Rahmen;stabilisator_rahmen.png;128x128 / optional 256x256;PNG alpha;Yes;"support;heavy;mechanical";;Triangular riveted support frame with brass braces and worn wood core;steampunk item icon, Triangular riveted support frame with brass braces and worn wood core, brass and copper machinery, warm patina, glowing accents, transparent background, centered composition, detailed mechanical illustration in the style of warm hand-painted action roguelike concept art, warm dark amber lighting from one side, 3/4 perspective, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Item Icon;thermo_kupplung;Thermo-Kupplung;thermo_kupplung.png;128x128 / optional 256x256;PNG alpha;Yes;"fire;sync;modifier";;Heat-driven coupling ring with glowing seams and copper cooling fins;steampunk item icon, Heat-driven coupling ring with glowing seams and copper cooling fins, brass and copper machinery, warm patina, glowing accents, transparent background, centered composition, detailed mechanical illustration in the style of warm hand-painted action roguelike concept art, warm dark amber lighting from one side, 3/4 perspective, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Item Icon;getriebeherz;Getriebeherz;getriebeherz.png;128x128 / optional 256x256;PNG alpha;Yes;"mechanical;sync;legendary";;Heart-like central gearbox with nested gears and warm pulse glow;steampunk item icon, Heart-like central gearbox with nested gears and warm pulse glow, brass and copper machinery, warm patina, glowing accents, transparent background, centered composition, detailed mechanical illustration in the style of warm hand-painted action roguelike concept art, warm dark amber lighting from one side, 3/4 perspective, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Character Portrait;char_pyrotechniker;Pyrotechniker;char_pyrotechniker.png;400x500;PNG alpha;Yes;fire;;Mann mit rußigem Gesicht, Lederjacke mit Brass-Knöpfen, Schutzbrille hochgeschoben, hält einen rauchenden Funkenspeier;steampunk character portrait, Mann mit rußigem Gesicht, Lederjacke mit Brass-Knöpfen, Schutzbrille hochgeschoben, hält einen rauchenden Funkenspeier, Rau-pragmatisch, hand-painted illustration, warm dark background with subtle gear motifs, brass mechanical accessories, expressive face, 3/4 view, dramatic rim lighting from upper right, no border, transparent background, chest-up or 3/4 body, detailed but with clean silhouette --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Character Portrait;char_druckmeister;Druckmeister;char_druckmeister.png;400x500;PNG alpha;Yes;pressure;;Neutrale, schmale Figur mit Brass-Brille aus mehreren Linsen, dunkelgrüner Weste und Manometer am Gürtel;steampunk character portrait, Neutrale, schmale Figur mit Brass-Brille aus mehreren Linsen, dunkelgrüner Weste und Manometer am Gürtel, Analytisch, hand-painted illustration, warm dark background with subtle gear motifs, brass mechanical accessories, expressive face, 3/4 view, dramatic rim lighting from upper right, no border, transparent background, chest-up or 3/4 body, detailed but with clean silhouette --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Character Portrait;char_schmiedin;Schmiedin;char_schmiedin.png;400x500;PNG alpha;Yes;blunt;;Kräftige Frau mit Lederschürze, Eisenhammer auf der Schulter und verschmierten Wangen;steampunk character portrait, Kräftige Frau mit Lederschürze, Eisenhammer auf der Schulter und verschmierten Wangen, Stoisch-stark, hand-painted illustration, warm dark background with subtle gear motifs, brass mechanical accessories, expressive face, 3/4 view, dramatic rim lighting from upper right, no border, transparent background, chest-up or 3/4 body, detailed but with clean silhouette --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Character Portrait;char_saboteur;Saboteur;char_saboteur.png;400x500;PNG alpha;Yes;reactive;;Neutrale Kapuzenfigur mit Brass-Maske, fingerlosen Handschuhen und Federfalle in der Hand;steampunk character portrait, Neutrale Kapuzenfigur mit Brass-Maske, fingerlosen Handschuhen und Federfalle in der Hand, Verschlagen, hand-painted illustration, warm dark background with subtle gear motifs, brass mechanical accessories, expressive face, 3/4 view, dramatic rim lighting from upper right, no border, transparent background, chest-up or 3/4 body, detailed but with clean silhouette --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Boss Illustration;boss_eisenbaron_gravelock;Eisenbaron Gravelock;boss_eisenbaron_gravelock.png;800x1000;PNG alpha;Yes;boss;;Schwer gepanzerter Industrie-Magnat mit einarmigem Dampf-Generator als Ersatzarm;steampunk boss character, brass and iron heavy armor, imposing industrial magnate silhouette, steam generator replacement arm, imposing silhouette, brass and iron heavy armor, glowing details, sparks and steam particles, dramatic dark atmosphere with single warm light source, hand-painted style with rich textures, transparent background, ominous industrial mood --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Boss Illustration;boss_uhrwerk_hexe;Die Uhrwerk-Hexe;boss_uhrwerk_hexe.png;800x1000;PNG alpha;Yes;boss;;Verzerrte Hexengestalt, Uhrwerk-Innereien durch Robe sichtbar, Zifferblatt statt Gesicht;steampunk boss character, distorted witch figure, clockwork entrails visible under torn robe, clock face instead of face, imposing silhouette, brass and iron heavy armor, glowing details, sparks and steam particles, dramatic dark atmosphere with single warm light source, hand-painted style with rich textures, transparent background, ominous industrial mood --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Boss Illustration;boss_funken_tyrann;Funken-Tyrann;boss_funken_tyrann.png;800x1000;PNG alpha;Yes;boss;;Riesen-Roboter aus zusammengeschweißten Items mit brennenden Augen;steampunk boss character, giant robot made of welded workshop items, burning eyes, sparks and steam, imposing silhouette, brass and iron heavy armor, glowing details, sparks and steam particles, dramatic dark atmosphere with single warm light source, hand-painted style with rich textures, transparent background, ominous industrial mood --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Boss Illustration;boss_stiller_maschinist;Der stille Maschinist;boss_stiller_maschinist.png;800x1000;PNG alpha;Yes;boss;;Schemen-Gestalt im Mechaniker-Overall, glühende Lampe statt Kopf;steampunk boss character, shadowy mechanic in overalls, glowing lamp instead of head, silent ominous posture, imposing silhouette, brass and iron heavy armor, glowing details, sparks and steam particles, dramatic dark atmosphere with single warm light source, hand-painted style with rich textures, transparent background, ominous industrial mood --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Boss Illustration;boss_oelbaron_krasnik;Ölbaron Krasnik;boss_oelbaron_krasnik.png;800x1000;PNG alpha;Yes;boss;;Übergewichtiger Ölbaron mit mechanischen Tentakeln und Brillen-Stack;steampunk boss character, overweight oil baron, mechanical tentacles, stack of goggles, oily brass machinery, imposing silhouette, brass and iron heavy armor, glowing details, sparks and steam particles, dramatic dark atmosphere with single warm light source, hand-painted style with rich textures, transparent background, ominous industrial mood --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Tower Visualization;tower_full_3floor;Drei Etagen Turm;tower_full_3floor.png;600x900;PNG alpha;Yes;"tower;workshop";;Full three-floor workshop tower with foundation, workshop and top floor;steampunk workshop tower asset, Full three-floor workshop tower with foundation, workshop and top floor, three stacked floors where applicable, brass rivets, worn wood, pipes, steam, functional industrial romantic look, warm dark amber rim lighting, hand-painted illustration, transparent background, clear readable floor structure --ar 2:3 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Tower Visualization;tower_floor_foundation;Fundament;tower_floor_foundation.png;600x300;PNG alpha;Yes;"tower;workshop";;Stone masonry with brass rivets and support struts;steampunk workshop tower asset, Stone masonry with brass rivets and support struts, three stacked floors where applicable, brass rivets, worn wood, pipes, steam, functional industrial romantic look, warm dark amber rim lighting, hand-painted illustration, transparent background, clear readable floor structure --ar 2:3 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Tower Visualization;tower_floor_workshop;Werkstatt;tower_floor_workshop.png;600x300;PNG alpha;Yes;"tower;workshop";;Wood panels, workbenches, pipes and active machine slots;steampunk workshop tower asset, Wood panels, workbenches, pipes and active machine slots, three stacked floors where applicable, brass rivets, worn wood, pipes, steam, functional industrial romantic look, warm dark amber rim lighting, hand-painted illustration, transparent background, clear readable floor structure --ar 2:3 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Tower Visualization;tower_floor_top;Spitze;tower_floor_top.png;600x300;PNG alpha;Yes;"tower;workshop";;Lighter wooden construction with glass window, telescope, chimney and subtle steam;steampunk workshop tower asset, Lighter wooden construction with glass window, telescope, chimney and subtle steam, three stacked floors where applicable, brass rivets, worn wood, pipes, steam, functional industrial romantic look, warm dark amber rim lighting, hand-painted illustration, transparent background, clear readable floor structure --ar 2:3 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Background Layer;bg_city_sky;Sky;bg_city_sky.png;2048x1024;PNG;No/Alpha optional by layer;"background;parallax";;dark blue-orange industrial sky, clouds, sun diffused through soot;steampunk industrial city silhouette, layered parallax background, dark blue-orange industrial sky, clouds, sun diffused through soot, dark warm amber sky with clouds and steam, factory chimneys with rising smoke, brass-tinted buildings with glowing windows, ornate Victorian-industrial architecture, dramatic lighting, horizontally seamless tilable, no characters --ar 2:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Background Layer;bg_city_far_buildings;Far Buildings;bg_city_far_buildings.png;2048x1024;PNG;No/Alpha optional by layer;"background;parallax";;distant factory silhouettes with chimneys and smoky skyline;steampunk industrial city silhouette, layered parallax background, distant factory silhouettes with chimneys and smoky skyline, dark warm amber sky with clouds and steam, factory chimneys with rising smoke, brass-tinted buildings with glowing windows, ornate Victorian-industrial architecture, dramatic lighting, horizontally seamless tilable, no characters --ar 2:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Background Layer;bg_city_mid_buildings;Mid Buildings;bg_city_mid_buildings.png;2048x1024;PNG;No/Alpha optional by layer;"background;parallax";;closer Victorian-industrial buildings, glowing windows, brass signs;steampunk industrial city silhouette, layered parallax background, closer Victorian-industrial buildings, glowing windows, brass signs, dark warm amber sky with clouds and steam, factory chimneys with rising smoke, brass-tinted buildings with glowing windows, ornate Victorian-industrial architecture, dramatic lighting, horizontally seamless tilable, no characters --ar 2:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Background Layer;bg_city_foreground;Foreground;bg_city_foreground.png;2048x1024;PNG;No/Alpha optional by layer;"background;parallax";;foreground masonry, pipes and railings, high depth contrast;steampunk industrial city silhouette, layered parallax background, foreground masonry, pipes and railings, high depth contrast, dark warm amber sky with clouds and steam, factory chimneys with rising smoke, brass-tinted buildings with glowing windows, ornate Victorian-industrial architecture, dramatic lighting, horizontally seamless tilable, no characters --ar 2:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
UI Frame;ui_panel_standard;Standard-Panel;ui_panel_standard.png;96x96;9-slice PNG alpha;Yes/center transparent;"ui;frame";;9-slice PNG, 24px border zone, ornate brass frame, dark wood backing;ornate brass frame border, steampunk Victorian decoration, 9-slice PNG, 24px border zone, ornate brass frame, dark wood backing, metallic patina with rivets and gear motifs in corners, 9-slice compatible design with clear stretchable middle, dark wood backing, warm bronze and amber highlights, transparent center area, no text, no character --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
UI Frame;ui_button_default;Button Default;ui_button_default.png;96x96;9-slice PNG alpha;Yes/center transparent;"ui;frame";;9-slice PNG, raised brass rim, dark inset wood, subtle amber highlight;ornate brass frame border, steampunk Victorian decoration, 9-slice PNG, raised brass rim, dark inset wood, subtle amber highlight, metallic patina with rivets and gear motifs in corners, 9-slice compatible design with clear stretchable middle, dark wood backing, warm bronze and amber highlights, transparent center area, no text, no character --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
UI Frame;ui_button_hover;Button Hover;ui_button_hover.png;96x96;9-slice PNG alpha;Yes/center transparent;"ui;frame";;9-slice PNG, slightly brighter brass edge, warm top glow;ornate brass frame border, steampunk Victorian decoration, 9-slice PNG, slightly brighter brass edge, warm top glow, metallic patina with rivets and gear motifs in corners, 9-slice compatible design with clear stretchable middle, dark wood backing, warm bronze and amber highlights, transparent center area, no text, no character --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
UI Frame;ui_button_pressed;Button Pressed;ui_button_pressed.png;96x96;9-slice PNG alpha;Yes/center transparent;"ui;frame";;9-slice PNG, inset dark center, lower highlight, compressed brass rim;ornate brass frame border, steampunk Victorian decoration, 9-slice PNG, inset dark center, lower highlight, compressed brass rim, metallic patina with rivets and gear motifs in corners, 9-slice compatible design with clear stretchable middle, dark wood backing, warm bronze and amber highlights, transparent center area, no text, no character --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
UI Frame;ui_frame_common;Rarity Frame Common;ui_frame_common.png;96x96;9-slice PNG alpha;Yes/center transparent;"ui;frame";;9-slice PNG, gray-bronze frame, minimal glow;ornate brass frame border, steampunk Victorian decoration, 9-slice PNG, gray-bronze frame, minimal glow, metallic patina with rivets and gear motifs in corners, 9-slice compatible design with clear stretchable middle, dark wood backing, warm bronze and amber highlights, transparent center area, no text, no character --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
UI Frame;ui_frame_uncommon;Rarity Frame Uncommon;ui_frame_uncommon.png;96x96;9-slice PNG alpha;Yes/center transparent;"ui;frame";;9-slice PNG, green-bronze accent, restrained glow;ornate brass frame border, steampunk Victorian decoration, 9-slice PNG, green-bronze accent, restrained glow, metallic patina with rivets and gear motifs in corners, 9-slice compatible design with clear stretchable middle, dark wood backing, warm bronze and amber highlights, transparent center area, no text, no character --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
UI Frame;ui_frame_rare;Rarity Frame Rare;ui_frame_rare.png;96x96;9-slice PNG alpha;Yes/center transparent;"ui;frame";;9-slice PNG, blue-bronze accent, clean highlight;ornate brass frame border, steampunk Victorian decoration, 9-slice PNG, blue-bronze accent, clean highlight, metallic patina with rivets and gear motifs in corners, 9-slice compatible design with clear stretchable middle, dark wood backing, warm bronze and amber highlights, transparent center area, no text, no character --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
UI Frame;ui_frame_legendary;Rarity Frame Legendary;ui_frame_legendary.png;96x96;9-slice PNG alpha;Yes/center transparent;"ui;frame";;9-slice PNG, purple and gold frame, controlled warm glow;ornate brass frame border, steampunk Victorian decoration, 9-slice PNG, purple and gold frame, controlled warm glow, metallic patina with rivets and gear motifs in corners, 9-slice compatible design with clear stretchable middle, dark wood backing, warm bronze and amber highlights, transparent center area, no text, no character --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Map Node Icon;map_start;Start;map_start.png;96x96;PNG alpha;Yes;"map;node";;Brass arrow or half-open workshop gate;steampunk map node icon, Brass arrow or half-open workshop gate, brass and copper, warm patina, transparent background, centered composition, readable silhouette, subtle dark amber rim light, no text, no border --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Map Node Icon;map_combat;Kampf;map_combat.png;96x96;PNG alpha;Yes;"map;node";;Crossed tools: wrench and hammer;steampunk map node icon, Crossed tools: wrench and hammer, brass and copper, warm patina, transparent background, centered composition, readable silhouette, subtle dark amber rim light, no text, no border --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Map Node Icon;map_elite;Elite;map_elite.png;96x96;PNG alpha;Yes;"map;node";;Skull with brass fittings;steampunk map node icon, Skull with brass fittings, brass and copper, warm patina, transparent background, centered composition, readable silhouette, subtle dark amber rim light, no text, no border --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Map Node Icon;map_boss;Boss;map_boss.png;96x96;PNG alpha;Yes;"map;node";;Ornate crown with clock face;steampunk map node icon, Ornate crown with clock face, brass and copper, warm patina, transparent background, centered composition, readable silhouette, subtle dark amber rim light, no text, no border --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Map Node Icon;map_shop;Shop;map_shop.png;96x96;PNG alpha;Yes;"map;node";;Gear with coin;steampunk map node icon, Gear with coin, brass and copper, warm patina, transparent background, centered composition, readable silhouette, subtle dark amber rim light, no text, no border --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Map Node Icon;map_heal;Heilung;map_heal.png;96x96;PNG alpha;Yes;"map;node";;Heart in brass frame;steampunk map node icon, Heart in brass frame, brass and copper, warm patina, transparent background, centered composition, readable silhouette, subtle dark amber rim light, no text, no border --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Map Node Icon;map_event;Event;map_event.png;96x96;PNG alpha;Yes;"map;node";;Question mark built from brass pipes;steampunk map node icon, Question mark built from brass pipes, brass and copper, warm patina, transparent background, centered composition, readable silhouette, subtle dark amber rim light, no text, no border --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Particle Texture;particle_spark;Funke;particle_spark.png;16x16;PNG alpha;Yes;"vfx;particle";;bright orange-gold spark, transparent PNG;small game VFX particle texture, bright orange-gold spark, transparent PNG, transparent background, centered, soft hand-painted edges, warm steampunk palette, no text, no border --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Particle Texture;particle_steam;Dampfwolke;particle_steam.png;32x32;PNG alpha;Yes;"vfx;particle";;soft pale blue-gray steam puff, transparent PNG;small game VFX particle texture, soft pale blue-gray steam puff, transparent PNG, transparent background, centered, soft hand-painted edges, warm steampunk palette, no text, no border --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Particle Texture;particle_smoke;Rauch;particle_smoke.png;32x32;PNG alpha;Yes;"vfx;particle";;dark warm smoke puff, transparent PNG;small game VFX particle texture, dark warm smoke puff, transparent PNG, transparent background, centered, soft hand-painted edges, warm steampunk palette, no text, no border --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Particle Texture;particle_oil_drop;Öl-Tropfen;particle_oil_drop.png;16x16;PNG alpha;Yes;"vfx;particle";;small glossy black-brown oil droplet, transparent PNG;small game VFX particle texture, small glossy black-brown oil droplet, transparent PNG, transparent background, centered, soft hand-painted edges, warm steampunk palette, no text, no border --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Particle Texture;particle_splinter;Splitter;particle_splinter.png;16x16;PNG alpha;Yes;"vfx;particle";;tiny brass/wood/iron shard, transparent PNG;small game VFX particle texture, tiny brass/wood/iron shard, transparent PNG, transparent background, centered, soft hand-painted edges, warm steampunk palette, no text, no border --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
