Category;Asset_ID;Name;Filename;Size;Format;Transparent;Tags;Variant/Rarity;Description;Prompt;Negative_Prompt;Priority;Status;Notes
Item Icon;bellows_lung;Blasebalg-Lunge;bellows_lung.png;128x128 / 256x256;PNG alpha;Yes;steam,support;Uncommon;Classic blacksmith bellows in accordion form, dark leather panels with brass handles;steampunk item icon, Classic blacksmith bellows in accordion form, dark leather panels with brass handles, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: foundation
Item Icon;brass_telescope;Messing-Teleskop;brass_telescope.png;128x128 / 256x256;PNG alpha;Yes;scout,precision;Uncommon;Extendable brass telescope on a small tripod, polished lens glinting at the eyepiece end;steampunk item icon, Extendable brass telescope on a small tripod, polished lens glinting at the eyepiece end, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: pinnacle
Item Icon;chronometer;Chronometer;chronometer.png;128x128 / 256x256;PNG alpha;Yes;mechanical,sync,modifier;Rare;Ornate pocket watch with complex multi-dial face, exposed gear train visible through cutaway;steampunk item icon, Ornate pocket watch with complex multi-dial face, exposed gear train visible through cutaway, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: workshop
Item Icon;brass_horn;Messing-Trompete;brass_horn.png;128x128 / 256x256;PNG alpha;Yes;sync,support;Uncommon;Brass horn or small trumpet with valves and a wide flared bell, polished gleam;steampunk item icon, Brass horn or small trumpet with valves and a wide flared bell, polished gleam, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: pinnacle
Item Icon;siphon_pump;Saugpumpe;siphon_pump.png;128x128 / 256x256;PNG alpha;Yes;mechanical,support;Rare;Vertical pump mechanism with curved siphon pipe at the top, draining glow from a container;steampunk item icon, Vertical pump mechanism with curved siphon pipe at the top, draining glow from a container, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: workshop
Item Icon;iron_helm;Eisenhelm;iron_helm.png;128x128 / 256x256;PNG alpha;Yes;heavy,support,reactive;Uncommon;Brass-trimmed iron helmet with hinged visor, rivets along the seams, dented dome;steampunk item icon, Brass-trimmed iron helmet with hinged visor, rivets along the seams, dented dome, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: foundation
Item Icon;alchemist_flask;Alchimisten-Kolben;alchemist_flask.png;128x128 / 256x256;PNG alpha;Yes;modifier,reactive,support;Rare;Round-bottomed glass flask with long neck, glowing purple-green liquid bubbling inside;steampunk item icon, Round-bottomed glass flask with long neck, glowing purple-green liquid bubbling inside, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: workshop
Item Icon;firebomb;Brandbombe;firebomb.png;128x128 / 256x256;PNG alpha;Yes;fire,ranged,reactive;Uncommon;Small brass spherical bomb with a lit fuse and sparking trail, mid-flight;steampunk item icon, Small brass spherical bomb with a lit fuse and sparking trail, mid-flight, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: pinnacle
Item Icon;ice_diffuser;Eis-Diffusor;ice_diffuser.png;128x128 / 256x256;PNG alpha;Yes;steam,modifier,support;Rare;Vertical brass canister with cooling fins, exhaling pale cold mist and small blue ice crystals;steampunk item icon, Vertical brass canister with cooling fins, exhaling pale cold mist and small blue ice crystals, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: workshop
Item Icon;steel_aegis;Stahl-Aegis;steel_aegis.png;128x128 / 256x256;PNG alpha;Yes;heavy,support;Uncommon;Forged steel kite shield with brass banding and rivets, faint warm glow from the runic emblem;steampunk item icon, Forged steel kite shield with brass banding and rivets, faint warm glow from the runic emblem, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: foundation
Item Icon;phosphor_lobber;Phosphor-Werfer;phosphor_lobber.png;128x128 / 256x256;PNG alpha;Yes;fire,ranged;Rare;Grenade-style throwing projectile with brass casing and bright yellow-green inner phosphor glow;steampunk item icon, Grenade-style throwing projectile with brass casing and bright yellow-green inner phosphor glow, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: pinnacle
Item Icon;aegis_pump;Dampfdruck-Schild;aegis_pump.png;128x128 / 256x256;PNG alpha;Yes;steam,reactive,support;Rare;Brass pressure pump with pressure chamber and a horizontal shield plate that deploys outward;steampunk item icon, Brass pressure pump with pressure chamber and a horizontal shield plate that deploys outward, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;floor: foundation
Character Portrait;char_fire;Pyrotechniker;char_fire.png;400x500;PNG alpha;Yes;;;male middle-aged steampunk pyrotechnician with sooty face, leather jacket with brass buttons, goggles pushed up on forehead, holding a smoking spark-spitter device, rough-pragmatic expression, sparks in air;steampunk character portrait, male middle-aged steampunk pyrotechnician with sooty face, leather jacket with brass buttons, goggles pushed up on forehead, holding a smoking spark-spitter device, rough-pragmatic expression, sparks in air, hand-painted illustration, warm dark background with subtle gear motifs, brass mechanical accessories, expressive face, 3/4 view, dramatic warm amber rim lighting from upper right, style influenced by Children of Morta and Howl's Moving Castle, no border, transparent background, chest-up framing, detailed but with clean silhouette --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Character Portrait;char_pressure;Druckmeister;char_pressure.png;400x500;PNG alpha;Yes;;;androgynous slim steampunk pressure-master with multi-lens brass goggles, dark green vest, pressure gauge at belt, holding a wrench, analytical methodical expression;steampunk character portrait, androgynous slim steampunk pressure-master with multi-lens brass goggles, dark green vest, pressure gauge at belt, holding a wrench, analytical methodical expression, hand-painted illustration, warm dark background with subtle gear motifs, brass mechanical accessories, expressive face, 3/4 view, dramatic warm amber rim lighting from upper right, style influenced by Children of Morta and Howl's Moving Castle, no border, transparent background, chest-up framing, detailed but with clean silhouette --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Character Portrait;char_blunt;Schmiedin;char_blunt.png;400x500;PNG alpha;Yes;;;female sturdy steampunk blacksmith in leather apron over brown blouse, iron hammer resting on shoulder, single brass earring, smudged cheeks, stoic determined expression, glowing forge background;steampunk character portrait, female sturdy steampunk blacksmith in leather apron over brown blouse, iron hammer resting on shoulder, single brass earring, smudged cheeks, stoic determined expression, glowing forge background, hand-painted illustration, warm dark background with subtle gear motifs, brass mechanical accessories, expressive face, 3/4 view, dramatic warm amber rim lighting from upper right, style influenced by Children of Morta and Howl's Moving Castle, no border, transparent background, chest-up framing, detailed but with clean silhouette --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Character Portrait;char_reactive;Saboteur;char_reactive.png;400x500;PNG alpha;Yes;;;androgynous slim hooded steampunk saboteur with brass half-mask over lower face, fingerless gloves, holding a spring trap device, sly improvising expression, dark entrance background;steampunk character portrait, androgynous slim hooded steampunk saboteur with brass half-mask over lower face, fingerless gloves, holding a spring trap device, sly improvising expression, dark entrance background, hand-painted illustration, warm dark background with subtle gear motifs, brass mechanical accessories, expressive face, 3/4 view, dramatic warm amber rim lighting from upper right, style influenced by Children of Morta and Howl's Moving Castle, no border, transparent background, chest-up framing, detailed but with clean silhouette --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Boss Illustration;boss_eisenbaron_gravelock;Eisenbaron Gravelock;boss_eisenbaron_gravelock.png;800x1000;PNG alpha;Yes;;;heavily armored steampunk industrial baron, brass plate armor with angular gilded edges, one arm replaced by a steam-powered generator, cold imperious eyes, aristocratic but brutal stance, dim industrial backdrop;steampunk boss character, heavily armored steampunk industrial baron, brass plate armor with angular gilded edges, one arm replaced by a steam-powered generator, cold imperious eyes, aristocratic but brutal stance, dim industrial backdrop, imposing dominant silhouette, brass and iron heavy armor or chassis, glowing details, sparks and steam particles, dramatic dark atmosphere with single warm light source, hand-painted style with rich textures, transparent background, inspired by Frostpunk and Bastion, ominous mood --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Boss Illustration;boss_uhrwerk_hexe;Uhrwerk-Hexe;boss_uhrwerk_hexe.png;800x1000;PNG alpha;Yes;;;distorted steampunk clockwork witch figure, exposed gear-mechanism innards through torn dark robe, clock face replacing the face entirely with rotating hands, brass tentacle-fingers, eerie pose;steampunk boss character, distorted steampunk clockwork witch figure, exposed gear-mechanism innards through torn dark robe, clock face replacing the face entirely with rotating hands, brass tentacle-fingers, eerie pose, imposing dominant silhouette, brass and iron heavy armor or chassis, glowing details, sparks and steam particles, dramatic dark atmosphere with single warm light source, hand-painted style with rich textures, transparent background, inspired by Frostpunk and Bastion, ominous mood --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Boss Illustration;boss_funken_tyrann;Funken-Tyrann;boss_funken_tyrann.png;800x1000;PNG alpha;Yes;;;hulking robot tyrant assembled from welded scrap items, burning amber eye-lenses, continuous sparks and embers, mismatched plating, towering threatening posture;steampunk boss character, hulking robot tyrant assembled from welded scrap items, burning amber eye-lenses, continuous sparks and embers, mismatched plating, towering threatening posture, imposing dominant silhouette, brass and iron heavy armor or chassis, glowing details, sparks and steam particles, dramatic dark atmosphere with single warm light source, hand-painted style with rich textures, transparent background, inspired by Frostpunk and Bastion, ominous mood --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Boss Illustration;boss_stiller_maschinist;Stiller Maschinist;boss_stiller_maschinist.png;800x1000;PNG alpha;Yes;;;shadowy humanoid figure in worn mechanic overalls, no visible face, only a glowing miner-lamp where the head should be, faint steam wisps, eerily calm silhouette;steampunk boss character, shadowy humanoid figure in worn mechanic overalls, no visible face, only a glowing miner-lamp where the head should be, faint steam wisps, eerily calm silhouette, imposing dominant silhouette, brass and iron heavy armor or chassis, glowing details, sparks and steam particles, dramatic dark atmosphere with single warm light source, hand-painted style with rich textures, transparent background, inspired by Frostpunk and Bastion, ominous mood --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Boss Illustration;boss_oelbaron_krasnik;Ölbaron Krasnik;boss_oelbaron_krasnik.png;800x1000;PNG alpha;Yes;;;overweight steampunk oil baron in glossy oily robe, multiple mechanical brass tentacles emerging from back, stacked monocles, decadent menacing expression;steampunk boss character, overweight steampunk oil baron in glossy oily robe, multiple mechanical brass tentacles emerging from back, stacked monocles, decadent menacing expression, imposing dominant silhouette, brass and iron heavy armor or chassis, glowing details, sparks and steam particles, dramatic dark atmosphere with single warm light source, hand-painted style with rich textures, transparent background, inspired by Frostpunk and Bastion, ominous mood --ar 4:5 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P1;To Generate;
Background Layer;bg_city_sky;Himmel-Layer;bg_city_sky.png;2048x1024;PNG alpha;Yes;;;dark warm amber steampunk sky with drifting clouds and a hazy dim sun seen through industrial smog;steampunk industrial parallax background layer, dark warm amber steampunk sky with drifting clouds and a hazy dim sun seen through industrial smog, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 2:1 --style raw --v 6, horizontally tilable seamless edges, no characters, no items;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;tilable
Background Layer;bg_city_far_buildings;Ferne Gebäude;bg_city_far_buildings.png;2048x1024;PNG alpha;Yes;;;distant steampunk factory silhouettes with tall smokestacks emitting wispy steam, layered haze, brass-tinted lit windows tiny in the distance;steampunk industrial parallax background layer, distant steampunk factory silhouettes with tall smokestacks emitting wispy steam, layered haze, brass-tinted lit windows tiny in the distance, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 2:1 --style raw --v 6, horizontally tilable seamless edges, no characters, no items;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;tilable
Background Layer;bg_city_mid_buildings;Mittlere Gebäude;bg_city_mid_buildings.png;2048x1024;PNG alpha;Yes;;;mid-distance steampunk Victorian-industrial brick buildings with glowing windows, ornate brass signage, rooftop pipes and vents;steampunk industrial parallax background layer, mid-distance steampunk Victorian-industrial brick buildings with glowing windows, ornate brass signage, rooftop pipes and vents, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 2:1 --style raw --v 6, horizontally tilable seamless edges, no characters, no items;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;tilable
Background Layer;bg_city_foreground;Vordergrund;bg_city_foreground.png;2048x1024;PNG alpha;Yes;;;foreground brick masonry detail with thick brass-trimmed pipes and rivets, occasional steam vents, dark warm tones;steampunk industrial parallax background layer, foreground brick masonry detail with thick brass-trimmed pipes and rivets, occasional steam vents, dark warm tones, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 2:1 --style raw --v 6, horizontally tilable seamless edges, no characters, no items;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;tilable
UI Frame;ui_panel_standard;panel_standard;ui_panel_standard.png;96x96 (9-slice 24px border);PNG alpha;Yes;;;standard ornate brass-bordered panel frame with dark wood backing, gear motifs in corners;ornate brass UI frame, standard ornate brass-bordered panel frame with dark wood backing, gear motifs in corners, steampunk Victorian decoration, metallic patina with rivets and gear motifs in corners, 9-slice compatible design with clear stretchable middle sections, dark wood backing, warm bronze and amber highlights, transparent center area, no text --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;9-slice
UI Frame;ui_button_default;button_default;ui_button_default.png;96x96 (9-slice 24px border);PNG alpha;Yes;;;standard steampunk button with brass border, dark wood face, slight inset;ornate brass UI frame, standard steampunk button with brass border, dark wood face, slight inset, steampunk Victorian decoration, metallic patina with rivets and gear motifs in corners, 9-slice compatible design with clear stretchable middle sections, dark wood backing, warm bronze and amber highlights, transparent center area, no text --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;9-slice
UI Frame;ui_button_hover;button_hover;ui_button_hover.png;96x96 (9-slice 24px border);PNG alpha;Yes;;;steampunk button with brass border, warmly highlighted face, glow accent;ornate brass UI frame, steampunk button with brass border, warmly highlighted face, glow accent, steampunk Victorian decoration, metallic patina with rivets and gear motifs in corners, 9-slice compatible design with clear stretchable middle sections, dark wood backing, warm bronze and amber highlights, transparent center area, no text --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;9-slice
UI Frame;ui_button_pressed;button_pressed;ui_button_pressed.png;96x96 (9-slice 24px border);PNG alpha;Yes;;;steampunk button with brass border, deeply inset depressed face, shadow;ornate brass UI frame, steampunk button with brass border, deeply inset depressed face, shadow, steampunk Victorian decoration, metallic patina with rivets and gear motifs in corners, 9-slice compatible design with clear stretchable middle sections, dark wood backing, warm bronze and amber highlights, transparent center area, no text --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;9-slice
UI Frame;ui_frame_common;frame_common;ui_frame_common.png;96x96 (9-slice 24px border);PNG alpha;Yes;;;card frame with grey-bronze border, simple ornamentation;ornate brass UI frame, card frame with grey-bronze border, simple ornamentation, steampunk Victorian decoration, metallic patina with rivets and gear motifs in corners, 9-slice compatible design with clear stretchable middle sections, dark wood backing, warm bronze and amber highlights, transparent center area, no text --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;9-slice
UI Frame;ui_frame_uncommon;frame_uncommon;ui_frame_uncommon.png;96x96 (9-slice 24px border);PNG alpha;Yes;;;card frame with greenish-bronze border, slightly more ornament;ornate brass UI frame, card frame with greenish-bronze border, slightly more ornament, steampunk Victorian decoration, metallic patina with rivets and gear motifs in corners, 9-slice compatible design with clear stretchable middle sections, dark wood backing, warm bronze and amber highlights, transparent center area, no text --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;9-slice
UI Frame;ui_frame_rare;frame_rare;ui_frame_rare.png;96x96 (9-slice 24px border);PNG alpha;Yes;;;card frame with blue-bronze border, ornate corner details, subtle inner glow;ornate brass UI frame, card frame with blue-bronze border, ornate corner details, subtle inner glow, steampunk Victorian decoration, metallic patina with rivets and gear motifs in corners, 9-slice compatible design with clear stretchable middle sections, dark wood backing, warm bronze and amber highlights, transparent center area, no text --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;9-slice
UI Frame;ui_frame_legendary;frame_legendary;ui_frame_legendary.png;96x96 (9-slice 24px border);PNG alpha;Yes;;;card frame with purple-and-gold border, ornate filigree corners, soft outer glow;ornate brass UI frame, card frame with purple-and-gold border, ornate filigree corners, soft outer glow, steampunk Victorian decoration, metallic patina with rivets and gear motifs in corners, 9-slice compatible design with clear stretchable middle sections, dark wood backing, warm bronze and amber highlights, transparent center area, no text --ar 1:1 --style raw --v 6;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;9-slice
Map Node Icon;map_start;Start;map_start.png;96x96;PNG alpha;Yes;;;brass directional arrow or half-open workshop gate;small steampunk map node icon, brass directional arrow or half-open workshop gate, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6, instantly readable at small sizes on a map screen;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;
Map Node Icon;map_combat;Kampf;map_combat.png;96x96;PNG alpha;Yes;;;crossed brass wrench and hammer mechanical tools;small steampunk map node icon, crossed brass wrench and hammer mechanical tools, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6, instantly readable at small sizes on a map screen;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;
Map Node Icon;map_elite;Elite;map_elite.png;96x96;PNG alpha;Yes;;;dark skull with brass plating and rivets, ominous;small steampunk map node icon, dark skull with brass plating and rivets, ominous, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6, instantly readable at small sizes on a map screen;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;
Map Node Icon;map_boss;Boss;map_boss.png;96x96;PNG alpha;Yes;;;ornate brass crown with embedded clock face;small steampunk map node icon, ornate brass crown with embedded clock face, brass and copper machinery, warm patina, dark amber rim lighting from upper right, hand-painted illustration in the style of warm action roguelike concept art (Bastion, Children of Morta), 3/4 perspective, transparent background, centered composition, no border, no text, clean silhouette readable at 32x32 px --ar 1:1 --style raw --v 6, instantly readable at small sizes on a map screen;chrome sci-fi silver, neon cyan, neon magenta, sterile futurism, plastic, medieval fantasy, cartoon, grimdark, photorealistic render, text, logo, watermark, frame, border, flat icon, blurry silhouette, over-detailed noise;P2;To Generate;
